gene,beta_sex_M_vs_F_mixed,pval_sex_M_vs_F_mixed,qval_sex_M_vs_F_mixed
TPM3,-0.011051489970127037,0.8470086781935104,0.9813323551724275
C1orf43,0.028128286956563265,0.5378200113313867,0.9278184974521122
UBAP2L,0.04250241515797191,0.44371190378945213,0.8999585665692766
HAX1,0.07930170589648299,0.22601249596119555,0.7865567667752886
ATP8B2,-0.11113596041570667,0.37570788645698516,0.8716187876361794
IL6R,-0.10414087594428194,0.3213044913432457,0.8447828760086475
UBE2Q1,-0.09956922349706812,0.5113271109423098,0.9214108345318196
ADAR,0.02866326465819682,0.7628583595841341,0.9686509986340802
PMVK,0.02559029996561852,0.6857217679560474,0.95729310315719
PBXIP1,-0.011661157567798544,0.9344925120352505,0.9909557513258309
PYGO2,0.008433778269017535,0.9042855218824395,0.9866896356362446
AL451085.2,-0.03695244029217058,0.6328012435022994,0.9500992011064018
SHC1,-0.0171626672235922,0.740051462597524,0.9653806976951429
CKS1B,-0.013376927040915212,0.826731059401905,0.9782696841585822
FLAD1,0.03116181810690823,0.5204116074810888,0.9237724818954146
ZBTB7B,-0.025704321205703422,0.8099730145720959,0.976222934920792
ADAM15,0.05953864966377232,0.49519404204655504,0.9209304718755486
EFNA4,-0.06368826782805534,0.4803297079707769,0.9158028928705559
EFNA3,-0.11142669566357977,0.2578237990640583,0.813567904736096
EFNA1,-0.03157414289288406,0.7767403821033985,0.9705109490491814
SLC50A1,0.037023812351566245,0.5071049216980197,0.9209414737534525
DPM3,0.011965032573686068,0.8902237443529377,0.9856950456667515
KRTCAP2,0.03074873138169473,0.4446414104115225,0.8999585665692766
TRIM46,-0.07707020881652034,0.3872063448347012,0.877652879721615
MUC1,0.3406672187809089,0.004075646071459458,0.24601627179730703
THBS3,-0.02815851435426646,0.7004632170922906,0.9607135007485433
MTX1,0.13400088325044282,0.08041451067235861,0.6328020788815766
GBA,0.058939757688838246,0.24745064072676226,0.8058306829641296
FAM189B,0.06339468388742986,0.36032127415839255,0.864936541472165
SCAMP3,0.04840461619519451,0.09104329920851169,0.6490093233276566
CLK2,-0.08559806933844086,0.24383361007459547,0.8018266512957062
PKLR,0.6148153806036417,0.006086079208380032,0.28362414902433003
FDPS,0.04566378375367896,0.48675674844787464,0.9187429500438705
RUSC1,-0.13372087322793205,0.0008331284014331039,0.1113783272016882
ASH1L,-0.10050071348733235,0.2986139088004822,0.8409079410991848
ASH1L-AS1,0.07581701073774615,0.3756561703445014,0.8716187876361794
MSTO1,0.04937775835926483,0.3413446999198536,0.8541785040961788
AL353807.5,-0.05261537275842777,0.5404660912893554,0.9285567498408388
YY1AP1,-0.06552358374456936,0.16539323939150763,0.7367820677706508
DAP3,0.015233645841659479,0.7847179469074779,0.9724172596881966
GON4L,-0.011561121753928759,0.8769408643824551,0.9852699108671342
SYT11,-0.22540247742223618,0.06285557851639112,0.6028211785610373
RIT1,-0.008526276696681084,0.8869062432181914,0.9856950456667515
KHDC4,-0.06391200573446866,0.5066262203336787,0.9209414737534525
ARHGEF2,-0.030241204662991177,0.6317235121628182,0.9499929855216132
SSR2,0.0019916495018345187,0.9675078034733977,0.9964371719261144
UBQLN4,-0.010937315463607053,0.8518857502379804,0.9824760281920527
LAMTOR2,0.01882730023050144,0.7651728808416519,0.9686509986340802
MEX3A,-0.05737174276018668,0.5028657950204065,0.9209414737534525
LMNA,0.020933145382679947,0.8275170549601885,0.9782696841585822
SEMA4A,-0.15415153071917567,0.1870365466785967,0.7584961385126745
SLC25A44,-0.12659046978746277,0.1359022035950886,0.7081360884177155
PMF1,0.07557101069142828,0.24612431280204972,0.8040285545190693
BGLAP,-0.1250286775697402,0.19811224999167643,0.7668954748873466
PAQR6,-0.10008832872321928,0.21463469553053605,0.7808384264284345
SMG5,0.012282070346709964,0.8452123328411355,0.9813323551724275
TMEM79,-0.03518496441196678,0.5108169978813597,0.9209414737534525
GLMP,0.1786775563447112,0.002235192009971476,0.19388688760337877
CCT3,0.035881651766805356,0.7240548431790981,0.964479341575951
MEF2D,-0.1906978499334511,0.052635009359934676,0.5755084434184501
IQGAP3,0.026941814982513527,0.7551835327929353,0.9677013413100319
TTC24,-0.07406127522298135,0.49922165092426074,0.9209414737534525
NAXE,0.08154736965816188,0.17689317164434393,0.748830975432475
GPATCH4,0.14944242285490159,0.21479323467057587,0.7808614710609282
ISG20L2,-0.008169418480079375,0.8378719596695028,0.9802601060772255
RRNAD1,-0.03408466222705085,0.6196759647767207,0.9470828030935149
MRPL24,0.07437970444154025,0.36768609679908515,0.8697344209181173
HDGF,0.10548849059958608,0.13352851845584618,0.7042380779286518
PRCC,-0.06349818750052866,0.34125584256041797,0.8541785040961788
SH2D2A,0.005116822411822572,0.970208489344715,0.9965944756924003
PEAR1,0.03526079135973742,0.728431505854656,0.9653806976951429
ARHGEF11,-0.06850929376345202,0.31761497024470475,0.8447828760086475
ETV3,-0.11832155146865848,0.32000538084937724,0.8447828760086475
LINC02772,0.340195504730169,0.12233891145433394,0.6903196174650648
CD1D,-0.012656014003981307,0.8878537299746727,0.9856950456667515
CD1C,-0.2930474894636216,0.13765203896381967,0.7105400685203406
SPTA1,0.5235994058489745,0.01716461142808721,0.414035312620583
MNDA,0.2010340436806269,0.32903346251229726,0.8478889946164825
IFI16,-0.12108195446427408,0.3659343309221239,0.869166517399591
ACKR1,0.30445883480767794,0.044055690614831645,0.5464639787134927
FCER1A,-0.004513214048779866,0.9733547938236079,0.9966563572430829
DUSP23,0.04554401889165324,0.57768537199336,0.9358226285077643
CFAP45,-0.17538643179880914,0.1388588082008374,0.7124691910798673
TAGLN2,-0.01951204366967404,0.7307562795436415,0.9653806976951429
LINC01133,0.5095449273571998,0.02443091704602037,0.46387487737394184
PIGM,0.044925049663052,0.6112584074154018,0.9444611704291032
IGSF8,-0.05254974270272476,0.519159664365686,0.9236196317701569
PEA15,-0.19715196230120477,0.0322779859626505,0.4986761906303131
DCAF8,0.017137604408345483,0.8283013358099033,0.9782696841585822
AL139011.1,0.09242403803350112,0.36891748737752783,0.8701359600845815
PEX19,0.02857755552641941,0.5887207344842774,0.9384863871849738
COPA,-0.06057023714451071,0.281475691132655,0.8308415983186624
NCSTN,0.007687578500169713,0.9287395778792964,0.9897727535163596
CD84,0.002038547921512642,0.9852987043737285,0.9985159188138552
CD48,-0.38975105132664545,0.0010537837771605312,0.12692393038928473
SLAMF7,-0.11337552437901541,0.4810991383240004,0.9158028928705559
LY9,-0.23942816735392727,0.029890268831612676,0.48628856579303426
CD244,-0.0010720472453771153,0.9891662766160155,0.9985159188138552
F11R,-0.077674839206701,0.4421315545358695,0.8999585665692766
TSTD1,-0.0808331160519666,0.5311823869030144,0.925787881375375
USF1,-0.026718593940520494,0.9149650706106969,0.9873243287248518
ARHGAP30,-0.08101453558302885,0.4830463573719852,0.9172149981425751
PFDN2,0.05027889935045968,0.24997392752510195,0.8066222531972392
NIT1,-0.04554133050210214,0.35769003497785,0.8640024610720484
DEDD,-0.03442506332094168,0.6179685543344322,0.9464238756756463
UFC1,-0.01931909620953417,0.6512694231950085,0.952509377705151
USP21,-0.05315256679768524,0.5721981138501953,0.935569242446824
PPOX,0.2190588821409617,0.10254682287940922,0.6715523012414553
B4GALT3,0.0005552476180777106,0.9921820857752134,0.9985642106102289
NDUFS2,0.133370231333524,0.09120745095280666,0.6490093233276566
FCER1G,-0.24677773158732916,0.16566756267874816,0.7369629638633877
TOMM40L,0.084626582331283,0.07764754436756567,0.6316319912137257
MPZ,-0.013574527638195825,0.8250803894773866,0.977920971612001
SDHC,-0.012710445988102777,0.8428383186424335,0.9812601290669078
AL592295.5,0.019677578586657085,0.8100831865358797,0.976222934920792
FCGR2A,-0.08053148608671318,0.6156594521895141,0.9456955471761506
HSPA6,-0.6049721029199672,0.04548200340037637,0.5517454766305969
FCRLA,-0.3845090371680952,0.015337666209676153,0.3980274750687527
DUSP12,0.0056752749478859,0.9348752180622837,0.9909557513258309
ATF6,0.07661515080775579,0.3328186800286864,0.8489800066741303
UHMK1,-0.0077474304050029015,0.9220682584409571,0.988834305553526
UAP1,-0.04692733533577598,0.33735910800262237,0.8520342004280507
DDR2,-0.23384130270466652,0.03402936486510791,0.5065247388158397
HSD17B7,-0.1237593162405762,0.2678874948767027,0.8230277484761945
AL592435.1,-0.06914341553500392,0.11614627976318417,0.6826575943202539
NUF2,0.09404105511239745,0.20607648094499542,0.7756570648148798
PBX1,0.10808229329667761,0.17923053289149304,0.7518964319691204
MGST3,0.1627867183072637,0.11633090424363283,0.6826575943202539
ALDH9A1,0.16085277507248674,0.05996241565674385,0.5981810936076845
TMCO1,0.04986304533025066,0.34939365869383154,0.8595959364688928
UCK2,-0.025769703944721632,0.6765046855656757,0.9550765036365472
POGK,-0.09077459039029775,0.2256751126230876,0.7865567667752886
TADA1,0.03304913215097268,0.6293083190848667,0.9499929855216132
ILDR2,-0.07941252200410348,0.25008380420087406,0.8066222531972392
POU2F1,0.005923136333149676,0.923530119212937,0.988834305553526
CREG1,0.09321073934144622,0.19706139601602102,0.7656997469826275
RCSD1,-0.1317256903959138,0.3057444384200192,0.8428240148962904
MPZL1,0.0012346733811095542,0.985920322035351,0.9985159188138552
MPC2,0.07367261434704128,0.37969581265693253,0.8727090368153104
DCAF6,0.04402295200463173,0.3711303080982197,0.8708679100952423
GPR161,-0.21764214870759907,0.11994324384898719,0.6876452098244251
TIPRL,0.027246089118361946,0.5054745561674611,0.9209414737534525
SFT2D2,-0.07081630709796355,0.33415981616756063,0.8489800066741303
TBX19,-0.12938893104843116,0.26885839102761644,0.8238820781309804
ATP1B1,0.07080639936644818,0.417288358517901,0.8911504502044056
NME7,0.22245147880370608,7.134318504095666e-05,0.01717474064121383
BLZF1,0.048514461467956675,0.5022185429975505,0.9209414737534525
CCDC181,0.30592270804363547,0.0010560266304405245,0.12692393038928473
SLC19A2,0.05942804414202882,0.6243856726676593,0.9480838278170173
SELP,-0.003313163796211958,0.9741853284018581,0.9966563572430829
C1orf112,0.09774447877598129,0.06915707104394095,0.6234856703376188
SELL,-0.03975247533340965,0.7073702781132265,0.9620730120839832
METTL18,-0.06375139718301881,0.6956613859892331,0.9594704505593477
SCYL3,-0.04251834638732364,0.6783807247933211,0.9551678262260945
KIFAP3,0.09387005888617012,0.1443401183268412,0.7165012187907703
GORAB,-0.03362043966557831,0.7101137960992694,0.9625422831891433
PRRC2C,-0.03630668823225446,0.664870186877309,0.9541081826765851
VAMP4,0.14387299707513165,0.11336454767478214,0.6814900517948735
EEF1AKNMT,0.18563214569471367,0.0353449959661497,0.5127881868448925
DNM3,-0.054229891119706886,0.6378721716538955,0.9505665191223948
PIGC,0.08594976418498752,0.2240882682921551,0.7842262166675347
SUCO,-0.005838456533358774,0.9275800113500131,0.9897227870217208
TNFSF4,-0.16628082824033977,0.16635592227252283,0.7382263244277282
AL645568.1,-0.049826148748462855,0.40913880532998326,0.886341080304812
PRDX6,0.030160872447616328,0.4858127829537142,0.9183313662987667
KLHL20,-0.003010994025209021,0.961823297429051,0.996384799374303
CENPL,0.07542457756531397,0.18362330805546812,0.7566363876284243
DARS2,0.045698558656382386,0.39237826150469846,0.8784581525536374
GAS5,0.03528886317077481,0.6018547390402031,0.9424566480926626
ZBTB37,0.030060424397242286,0.7867655876121878,0.9730050680850727
RC3H1,-0.03515832009231829,0.7101721491125523,0.9625422831891433
RC3H1-IT1,-0.02414247329841182,0.8015823825950434,0.9752659343303364
RABGAP1L,0.023235587561836926,0.7027702437110614,0.9615127142380651
Z99127.4,0.034984014291611874,0.7004388633663793,0.9607135007485433
CACYBP,-0.030699630537081374,0.7593539712740613,0.9684191451637073
MRPS14,0.09864730387561035,0.189437148860651,0.7599480537223481
KIAA0040,0.020678565700160873,0.8715352788349677,0.9845903171747252
COP1,-0.06926160097501602,0.15201032974236736,0.7242104802520634
RASAL2,-0.08719413886940985,0.4003866848578097,0.8827845547574232
RALGPS2,0.0027550254207023093,0.971095497727324,0.9965944756924003
FAM20B,-0.004772427404302775,0.9462215750019054,0.9935497704186785
TOR3A,-0.09713144590123053,0.16351579634400715,0.7348002809694653
ABL2,-0.04371468586843994,0.6061643670156176,0.9436866153423603
SOAT1,-0.01247702550173848,0.8941209840814245,0.9856950456667515
TOR1AIP2,-0.026570780066460895,0.7390807853914592,0.9653806976951429
AL353708.3,0.011745200887753045,0.8603806803122185,0.9835308807564207
TOR1AIP1,0.027863598408614177,0.6396883248094318,0.9508395079574159
CEP350,0.000870478827930846,0.9915555403805064,0.9985642106102289
QSOX1,-0.05271652513177193,0.5361936337853247,0.9271378747877725
ACBD6,0.0667564267777243,0.2878070630584809,0.8378070288158175
XPR1,0.02707347030964076,0.6905364088516348,0.9583393490092748
STX6,-0.11811323412262117,0.15646655966961115,0.7283839015294422
MR1,-0.027960918994937335,0.7728212746452267,0.9694142327674699
IER5,-0.05801427284347366,0.5201493701811182,0.9236786413990473
GLUL,0.12256556302555581,0.05952044244730969,0.5981810936076845
RNASEL,-0.026035499707096583,0.7702068530958124,0.9693942472103021
RGS16,-0.4824991754257272,0.0003500458444606929,0.060166970797886625
NPL,0.254962279950763,0.11165050176101488,0.6796851383330231
AL355999.1,0.04011618512413315,0.529463669289288,0.925603524357907
DHX9,-0.02792548657741775,0.47885160120979897,0.9154747889526302
LAMC1,-0.36922535544652396,0.10060309671795616,0.667744225206695
SMG7,-0.002438322944476947,0.9693573448557485,0.9965944756924003
NCF2,0.13995566692566425,0.5053998722545354,0.9209414737534525
ARPC5,-0.13449305529595454,0.054784467160380795,0.5877538919572014
TSEN15,-0.06266783529658067,0.27248940998672877,0.8271553534803566
C1orf21,-0.014057177581040322,0.8084545784002355,0.976222934920792
EDEM3,-0.036197817043263365,0.6554343004319294,0.9533042229734956
NIBAN1,0.11163686251029531,0.34206140659107054,0.8543466156317832
RNF2,0.010968972684846593,0.8094460777251778,0.976222934920792
TRMT1L,-0.025624477311750344,0.7016671626990572,0.9610167355037161
SWT1,0.0029005915308608536,0.9586119090537585,0.9954974790811231
IVNS1ABP,0.01987304090099686,0.8091139910600251,0.976222934920792
TPR,0.023967162240848397,0.7279113866680287,0.9653806976951429
ODR4,0.01777991687323642,0.8139671322085832,0.9772333976642704
AL096803.2,-0.08080047236288236,0.5783391156980067,0.9358226285077643
PTGS2,0.04070064666120827,0.838053556576883,0.9802601060772255
PLA2G4A,0.025815536928194802,0.7382732624122529,0.9653806976951429
ERVMER61-1,0.10645249978843561,0.5193543527322386,0.9236196317701569
RGS18,-0.08542533942003043,0.35141642444012,0.8618343445519233
RGS1,-0.3815262648386263,0.08070582910514605,0.6328020788815766
RGS2,-0.2246004608238097,0.0889764363987536,0.6463742729901496
UCHL5,0.0997937940277591,0.2098393014889539,0.7784880384427638
RO60,0.005117685912380015,0.8980714340256963,0.9857793539305576
GLRX2,0.03432661525468817,0.3028893385501259,0.8415111422264349
CDC73,0.002327218278537967,0.9688082665037652,0.9965464924507366
CFH,-0.07196939099310624,0.56986649568965,0.9348800734882036
ASPM,0.026589878932153352,0.7285361257649412,0.9653806976951429
ZBTB41,0.0037641815453590874,0.9660611181192547,0.996384799374303
DENND1B,-0.11016455142228701,0.18336373162262687,0.7566363876284243
C1orf53,0.23603994675436185,0.04080226060841319,0.5403396387461837
NEK7,-0.046161114248204536,0.7174293740672809,0.9636708345034791
PTPRC,-0.05801005889866768,0.618542592131049,0.9464238756756463
MIR181A1HG,-0.04099336087739047,0.8207169997628387,0.9772333976642704
ZNF281,0.01262954518517884,0.8302931330878737,0.9789365702829288
KIF14,-0.05236490157260299,0.420884364830854,0.8924070119411011
DDX59,0.022299936871581768,0.8067905014558021,0.976222934920792
KIF21B,-0.08115150364673553,0.4212183949486856,0.8926862221210335
TMEM9,0.11867696946981969,0.12021777186568804,0.6882135553341995
PHLDA3,-0.2779895874518916,0.03503966032890452,0.5127881868448925
CSRP1,0.08385381145169556,0.20457490401705358,0.7746920900331057
NAV1,-0.036947487179812936,0.7988831056260964,0.9750429101125566
IPO9-AS1,0.019928233549745503,0.7110522027004347,0.9625422831891433
IPO9,-0.0832917799830911,0.3222747910660735,0.8450257123180567
TIMM17A,0.0009142724645912719,0.9765045785911179,0.9966563572430829
RNPEP,-0.10111286616798833,0.3147390961370504,0.8447828760086475
ELF3-AS1,-0.11919149327479933,0.27429519239308786,0.8280080044647387
ARL8A,-0.04111960786478075,0.5586912513099935,0.9329778484928853
PTPN7,-0.044968001876192376,0.5519630477790932,0.9306668384843451
UBE2T,0.1055612546083292,0.22904940918414984,0.7891969174613758
PPP1R12B,-0.04431641151100448,0.6103638820985742,0.944041834705461
KDM5B,-0.0719598341802357,0.34708845137032773,0.8588010248338431
RABIF,0.01799627298839129,0.7512918924371603,0.967543928926602
KLHL12,0.11235708397115833,0.05876372648630395,0.5966330418427706
ADIPOR1,0.0037659844381393317,0.9405590968831333,0.9915013657704715
CYB5R1,0.08341591351995835,0.09480511382631636,0.6541948287233039
TMEM183A,0.03308629625663117,0.5277682861609589,0.9255750090698822
BTG2,-0.15596463874497996,0.2955858543815858,0.8399293755683067
ATP2B4,-0.0916873699471599,0.11236502324689494,0.6796851383330231
LAX1,0.010002767936556323,0.9264561186453348,0.9895384992272339
ZC3H11A,0.07993158684227644,0.3189342367575172,0.8447828760086475
ZBED6,-0.0259999142845698,0.7160604808173419,0.9636708345034791
SNRPE,0.05047394829008493,0.03843329905638792,0.5298590760534314
ETNK2,-0.07831169128395857,0.2697377671271233,0.8242812187601333
PLEKHA6,0.021693656565878534,0.7407314937617198,0.9653806976951429
PPP1R15B,-0.13709724478594276,0.23334287991256286,0.791989588506463
PIK3C2B,-0.10092106236202372,0.3310448163182841,0.8487478656644037
MDM4,-0.04298580783118752,0.6025479446908029,0.9426385399506827
RBBP5,0.07395254807701601,0.23026444140920999,0.7891969174613758
DSTYK,0.07438033587153225,0.35310444173956124,0.8620035698188128
NUAK2,-0.040724472275151566,0.6598636769653012,0.9533042229734956
CDK18,-0.10107852999541067,0.32658644512236024,0.8454467986545229
ELK4,-0.061602704885748004,0.5352979171640538,0.9267388122338241
SLC45A3,-0.03819349837620188,0.7273475566689898,0.9653806976951429
NUCKS1,-0.008112928594010402,0.8832671782376293,0.9856950456667515
RAB29,0.062297423082275344,0.6379209373590051,0.9505665191223948
SLC41A1,0.12739277933927173,0.21236705555764768,0.7801297572015791
AC119673.2,-0.3755478352875499,0.3771722674097505,0.872095555410211
RAB7B,-0.013199975403229687,0.89778983764442,0.9857793539305576
RHEX,0.02195964592342226,0.8344011971425151,0.9792637486116758
SRGAP2,-0.14316362079640246,0.13706628244157326,0.7097250225870404
IKBKE,-0.10315807910952121,0.1472816116060732,0.7193311361646231
RASSF5,-0.10508678691912665,0.2955096016462678,0.8399293755683067
EIF2D,-0.008323923377655555,0.8985977380622493,0.9857793539305576
AL591846.2,-0.0457982768217035,0.512846711904047,0.9222439812442202
DYRK3,0.04205158887260734,0.433683470471931,0.8984917923345904
MAPKAPK2,-0.13072311321213562,0.06055413649015448,0.6007751097805056
FCMR,-0.018389539592849835,0.865002761370845,0.9835873084270998
PFKFB2,-0.06097482608043064,0.4883691409760318,0.9196296034009885
YOD1,0.025871517808413513,0.6811924873757416,0.9554917744565149
CD55,0.07831634277060684,0.4177897705266075,0.8911504502044056
CR1,0.16803019385577347,0.28127175710965713,0.8308415983186624
CR1L,0.44611297734654487,0.023911366017501205,0.4613499011791864
CD46,0.06442993373940747,0.3722414589773837,0.8708679100952423
MIR29B2CHG,0.04568067459025254,0.7659346194116652,0.9686509986340802
CD34,0.10014542850140555,0.2640903092157778,0.8195627784378154
LINC02767,-0.016065821039958295,0.8689601576057719,0.984193966399178
G0S2,0.17932808088088992,0.587564703737553,0.9382505931979582
TRAF3IP3,-0.043635070471874,0.5928777553050857,0.9401793783204899
C1orf74,0.07400741793474773,0.3815211534260341,0.8735329520749116
UTP25,0.15530759174351574,0.05749224435042324,0.5926251134158067
HHAT,-0.10976611378838623,0.11176341688965322,0.6796851383330231
RCOR3,0.04083333739809461,0.50255176501002,0.9209414737534525
TRAF5,-0.07839091732212768,0.49317139305094526,0.9206094088557463
LINC00467,0.10610565065601844,0.2667562725815237,0.8230277484761945
SLC30A1,0.001975683222322683,0.9809184130294949,0.9977294187246668
NEK2,0.004237332006230285,0.9489296049266712,0.993562728988968
LPGAT1,-0.07386598465990118,0.39181441443444065,0.8784581525536374
INTS7,0.007227368692040944,0.8973055259248013,0.9857793539305576
DTL,-0.08951169194080265,0.1906657030352985,0.7599480537223481
PPP2R5A,0.005517698881290668,0.9184897337503676,0.9883540212272671
PACC1,-0.08851250372442476,0.21573493595203985,0.7811100122133747
NENF,-0.031333261535255695,0.7118803180974225,0.9627770294317787
AC092803.1,0.0629060989721032,0.4358918781910669,0.8989537090467529
ATF3,-0.07412903132175477,0.6725914294533931,0.9541081826765851
BATF3,0.033891457435538154,0.6848489798890336,0.9570445860676166
NSL1,0.026356029557599168,0.6870185448463304,0.95729310315719
TATDN3,0.03176510968154028,0.5912047069512936,0.9388057199041089
FLVCR1-DT,-0.12915082746886217,0.49352077878800926,0.9206094088557463
FLVCR1,-0.09413483634668336,0.3336074443950796,0.8489800066741303
VASH2,-0.20994424318689806,0.30783473894386915,0.842994572713037
ANGEL2,-0.04444506451031464,0.5804580792025362,0.9359092901835506
RPS6KC1,0.02262979824049395,0.7769120868819128,0.9705109490491814
SMYD2,-0.07289503334288548,0.17963164746433202,0.7530645721224055
PTPN14,-0.34753718942420764,0.005665230859078051,0.27578763087844066
CENPF,0.038283064895715695,0.6734617531495506,0.9546017265795866
KCTD3,0.018518973886187454,0.8222851434346918,0.9772333976642704
GPATCH2,0.04755410831236928,0.4913220483691474,0.9206094088557463
RRP15,0.08444322884229197,0.3165825900056053,0.8447828760086475
LYPLAL1,0.009289152171086473,0.8750535438759257,0.9849416734380391
EPRS,0.07721502741861887,0.29590244776422525,0.8399293755683067
BPNT1,-0.0320734157122103,0.5853817518775344,0.937841488833447
IARS2,0.0544725773590685,0.35642881121251335,0.8633290163330366
RAB3GAP2,0.04605519377381947,0.5983455290848821,0.941813889508744
MARC1,0.04717793544293283,0.6846110250913573,0.9570445860676166
HLX,0.029250914884012665,0.7423248504653195,0.9653806976951429
DUSP10,-0.14406697502856766,0.26547600607896316,0.8214333898540754
TAF1A,0.10581510171610047,0.05782897333019802,0.5926251134158067
MIA3,-0.016742534926049654,0.848393212795822,0.98174872600947
AL592148.3,-0.015428687789367216,0.900727481470043,0.9861854127168652
AIDA,0.07696192386532004,0.12460804344722885,0.6924196563519339
BROX,-0.004585748623896452,0.9330997811771511,0.9907825715545922
AL392172.1,0.02518915252568181,0.7225856331034841,0.964479341575951
CAPN2,-0.12187164956026547,0.3107866578138353,0.8443420466020163
TP53BP2,0.06695580448198263,0.28916514298236906,0.8382018985049076
FBXO28,-0.022011414912313107,0.7086697864261027,0.9624308958728937
DEGS1,-0.11345459052987168,0.36328526619142254,0.8676090712357737
NVL,0.013740522985427306,0.8385117605588486,0.980272963908494
CNIH4,-0.03190298260529411,0.6036822010641407,0.9428527178527144
WDR26,-0.12337865115784627,0.21351875994246183,0.7801297572015791
CNIH3,0.1403366731154724,0.05026666848601865,0.5687004745927137
DNAH14,0.11269145018468053,0.12996943635939856,0.6980060392717226
LBR,-0.016832249745084873,0.7978063830667561,0.9747866644253054
ENAH,-0.1759727777254255,0.14172693636140005,0.7143016004353121
SRP9,0.0350797723964117,0.6442010741317863,0.9510740845429746
EPHX1,-0.07298230573823057,0.3600710390545119,0.864936541472165
AL591895.1,-0.04833639688256792,0.6735225480015248,0.9546017265795866
TMEM63A,-0.1434762250948232,0.14747637915423947,0.7194433756381715
PYCR2,0.03779343874944779,0.49548469285946206,0.9209304718755486
SDE2,-0.06002077986284919,0.5506868604755474,0.9304818783731515
H3F3A,-0.0186645623910441,0.4374206185312496,0.8989537090467529
ACBD3,-0.0022558891483433936,0.9681743635147597,0.9964371719261144
MIXL1,0.017596220169418256,0.8753074188241854,0.9849416734380391
LIN9,0.009993859121967074,0.8845411715261742,0.9856950456667515
PARP1,0.04058431253956643,0.569627198703605,0.9348537249560984
ITPKB,-0.11534821044224622,0.1370530798188805,0.7097250225870404
PSEN2,0.10730640077064431,0.19135132402560662,0.7599480537223481
COQ8A,0.15931818734375794,0.1104091858555246,0.6796851383330231
CDC42BPA,0.197361774174444,0.1461512044870901,0.7193311361646231
ZNF678,0.10608498115187553,0.26773322627440155,0.8230277484761945
SNAP47,0.01699566391580298,0.8208954232260424,0.9772333976642704
JMJD4,0.20283225043233694,0.014113550224600386,0.38043347703174357
ARF1,-0.047199950297478616,0.33003241285011287,0.8486273673309689
C1orf35,0.028991590672603915,0.5416712841446936,0.9285567498408388
MRPL55,0.1296134021412169,0.1369344255159623,0.7097250225870404
GUK1,-0.0134485181647628,0.8079266343320219,0.976222934920792
IBA57,-0.011712249074994541,0.8897614445086288,0.9856950456667515
OBSCN,-0.10556219872531261,0.2671225951206706,0.8230277484761945
TRIM11,-0.04751312230114241,0.39792770008508027,0.8823448164189227
HIST3H2A,-0.12794805634632977,0.23210415893196512,0.7909110565047782
HIST3H2BB,-0.025366213631355196,0.8188782666230499,0.9772333976642704
RNF187,0.14871198954387616,0.2040844683711881,0.7743858769761108
RHOU,-0.00580972466735895,0.9685045914975572,0.9964371719261144
RAB4A,0.03137857119633516,0.3974776155189952,0.8820617440298292
CCSAP,0.026272105265262104,0.7374968255409857,0.9653806976951429
NUP133,0.008203923436698948,0.8882694080900128,0.9856950456667515
ABCB10,0.13959507427321835,0.10474859909787769,0.6729787728280462
TAF5L,-0.03544795090681184,0.6563168981382577,0.9533042229734956
URB2,-0.0382281898159729,0.645616858680153,0.9510740845429746
GALNT2,0.03411829606170142,0.5828761015486689,0.9362087841447958
COG2,0.1107324081840566,0.077641478078303,0.6316319912137257
C1orf198,0.24902295745776168,0.037899654606977966,0.5259909333657575
TTC13,0.07206246123638747,0.21183173562319757,0.7799139071853558
ARV1,0.3059474628473675,0.05603562074033304,0.5911685809962399
FAM89A,0.42666975317934597,0.07236422878816438,0.6255673347219814
C1orf131,0.15829900765114335,0.0323754055510517,0.498706187553858
GNPAT,0.037650583548241974,0.49848027140275486,0.9209414737534525
EXOC8,-0.06612066888970704,0.3773574474375234,0.8721180797553937
SPRTN,0.0800132407389728,0.06046895788259211,0.6007751097805056
EGLN1,-0.09893108424743875,0.28345939115270835,0.8322479052132418
AL445524.1,-0.0361946147975915,0.698485485429333,0.9602633634213381
TSNAX,0.1550695771545625,0.03867218612729346,0.5316850332317246
DISC1,-0.16379769156539725,0.0552426376383171,0.588658968641536
SIPA1L2,-0.10725268400467426,0.3007771441981748,0.8415069912353625
MAP10,-0.21596203783455314,0.09130201162920797,0.6490093233276566
NTPCR,0.2089967432867894,0.08507989221385878,0.6397698331690995
PCNX2,0.042516066615618096,0.6804826293357324,0.9551678262260945
MAP3K21,-0.25682274304753167,0.007026310928371077,0.29710295570923706
KCNK1,-0.2973453004094687,0.017563593962375643,0.41406868228095994
COA6-AS1,0.20164482487914226,0.06190176466461602,0.6028211785610373
COA6,0.06139015608873376,0.4668355646199287,0.9082123618616429
TARBP1,0.1897822335371237,0.05915482173742986,0.5979458716205628
IRF2BP2,-0.14904299817880398,0.055486791637531285,0.5893801663906313
AL391832.2,-0.22826176288738126,0.0063987232503147215,0.28696713604884094
TOMM20,0.05537019392633775,0.27744544616724265,0.8303062956144657
RBM34,-0.0569939385818708,0.6020920947220634,0.9424566480926626
ARID4B,-0.08415801777199054,0.262184761604328,0.8178211925131467
GGPS1,0.007479713294036398,0.944496406973395,0.9928840306825165
TBCE,0.018259694371617403,0.8320924488838951,0.9791670712162904
TBCE,-0.04051811995098858,0.6684907137032792,0.9541081826765851
