gene,beta_sex_M_vs_F,pval_sex_M_vs_F,qval_sex_M_vs_F
MEPCE,0.06218265297315814,0.3123649087262462,0.738932014186676
PPP1R35,-0.0513561439337048,0.13671725536404172,0.5722721239372779
C7orf61,-0.22237847825710993,0.016936967616985057,0.3050036780658697
TSC22D4,0.009163535572323276,0.8950832304747895,0.9747056092977732
AGFG2,0.3731229563564817,0.0024408011304981633,0.1675333792558111
SAP25,-0.07014891775552956,0.3152160190835422,0.740278810262688
LRCH4,-0.12157665382450397,0.07257147880127691,0.4734135502285368
PCOLCE,-0.16712274922558773,0.17159331284864449,0.6153388601730397
MOSPD3,0.1184281285980058,0.1548077655672666,0.5987284374491365
TFR2,0.42806854478485123,0.010589931427742378,0.26647971934904585
GNB2,9.214521205714275e-05,0.9983251588899749,0.9991555238614523
GIGYF1,-0.05698753932732823,0.5491931356594938,0.8665061799486302
POP7,0.1445469020766313,0.07608088393323044,0.4802574336367503
EPHB4,0.17457611630363717,0.055998368652712564,0.4380640747437291
SLC12A9,-0.009577267539703954,0.8946416547060394,0.9747056092977732
SLC12A9-AS1,0.04256203598551234,0.5169819171674978,0.8565243028700714
TRIP6,0.24071971302889436,7.595140819134199e-05,0.020516180384093932
SRRT,-0.03776898387130476,0.5412811226131239,0.863263732480195
ACHE,0.2652137639661883,0.02001329511621431,0.3201343103198405
MUC12,-0.057507199367704376,0.592057205643854,0.885247897114189
TRIM56,-0.05846152300437545,0.6104966873927928,0.8909445236073368
SERPINE1,-0.17090049461332615,0.18556181267811103,0.6284790564502245
AP1S1,0.08494454162163786,0.1371366660444889,0.5725797008805172
PLOD3,-0.051445575220151696,0.35766195428098924,0.768508705659606
ZNHIT1,0.1093471043961881,0.03071010105431059,0.37196132782580843
CLDN15,-0.1811295966696752,0.028969253079138526,0.36606797188196183
FIS1,0.2009792343455037,0.014104129655661516,0.28580221105183395
AC006329.1,0.21669698006290378,0.10773152623926906,0.5332589683257163
IFT22,0.0027229001158243678,0.9574615976942515,0.9907527302825166
CUX1,-0.04176114569100686,0.3947664105009443,0.7942891106158642
AC005072.1,-0.13626197066217494,0.14465911681920882,0.5825609832536925
SH2B2,-0.17454592412052553,0.06920347236942448,0.46662084774531554
PRKRIP1,0.04333075374857486,0.4540667759826881,0.8252132152831059
ORAI2,-0.012246987436464365,0.9056577684421961,0.975607245308123
ALKBH4,0.1094001689331224,0.18124345574658982,0.6238188892227341
LRWD1,-0.10698714155596037,0.28939433081318816,0.717324009290817
POLR2J,0.03267403487112897,0.4513487714584651,0.8238935786821464
POLR2J3,-0.2647096247974128,0.1257196244049471,0.5572521743427947
RASA4,-0.1482928644814151,0.26075245467179936,0.694690546470348
UPK3BL1,-0.4066705025744548,0.12444248225586083,0.555205739410234
POLR2J2,-0.4076808542999871,0.0023706519299845187,0.1675333792558111
FAM185A,0.012433638963984781,0.8051284718831292,0.9519993258750311
FBXL13,0.098052935370887,0.23426538654517884,0.6755417551877968
ARMC10,0.06388678153972197,0.2731158876391391,0.7020382365107002
NAPEPLD,0.06378496555007382,0.5529445671658951,0.8684910752352898
PMPCB,0.029655585663875772,0.4552162637304572,0.8257252153213306
DNAJC2,0.07471790387449573,0.0616949606021435,0.45157131594905586
PSMC2,0.052491661068421944,0.18041890215821985,0.6234433617406706
ORC5,-0.010299124571951382,0.8342420495844514,0.9603719128366971
AC007384.1,0.17797315186153773,0.15048025514604516,0.590611032082169
LINC01004,-0.10571160414827194,0.345110535012925,0.7600470950800459
KMT2E-AS1,-0.03479097057486963,0.7299445671941976,0.9311436286991519
KMT2E,-0.03836388902547891,0.44641406685262797,0.8220206149717343
AC005070.3,-0.07068013666631366,0.41305811245801216,0.8050465826269921
SRPK2,0.0025007984143408414,0.9576843511749515,0.9907527302825166
PUS7,0.10787898899205864,0.24264197044156474,0.6821219274208348
RINT1,-0.0692710179297753,0.3209323912946214,0.7435686831996515
ATXN7L1,0.09058721717468662,0.20470519653941815,0.6495106170056617
SYPL1,-0.03596534347867845,0.5115734201598641,0.852396645805006
NAMPT,-0.01675916121478652,0.8533486417842233,0.964897233301405
CCDC71L,0.07608972503943494,0.35983485403761994,0.7699558584700652
PIK3CG,-0.18472901369837413,0.06827527978088883,0.46596722458470835
PRKAR2B,0.18350331686561575,0.11378487597827061,0.5397747554322654
HBP1,-0.029071100895474523,0.6232043149719044,0.8959491627971917
COG5,0.0009251346783455162,0.9864529908379824,0.9972130975102086
DUS4L,0.12801929267924517,0.17611817231356997,0.6203980190351823
BCAP29,0.0869876944255008,0.17760460838536965,0.6207263950547328
AC002467.1,-0.06585074275885897,0.2776095695297174,0.7069494882727992
CBLL1,0.09691293979038354,0.09325742342915401,0.5092725444708075
DLD,0.11071297235299346,0.08182059407633177,0.48910624326350843
PNPLA8,0.01139084408915104,0.8721345007721809,0.9697536087066446
THAP5,0.06131603139098607,0.31791542412359103,0.7427471031969507
DNAJB9,-0.01827046715115483,0.8484819737082685,0.9638324996403208
IMMP2L,0.0833925952877603,0.15273929477942075,0.5940808589628545
ZNF277,-0.04566051833439283,0.3205302477244069,0.7435686831996515
IFRD1,-0.07675923710808415,0.35466528590672,0.7661742654253869
LSMEM1,-0.10239626778487688,0.34330608506223437,0.7588509254982856
TMEM168,0.02885112551625211,0.6848392915298265,0.9186052661389402
BMT2,-0.04233457662537512,0.6209233620886239,0.8947151133080761
SMIM30,0.02308312829588919,0.6246169667479455,0.8966844004203696
MDFIC,-0.2089813069508371,0.031305010830617735,0.3728624150930152
TFEC,0.02768311590270419,0.7524264425121253,0.9381675958749275
TES,-0.170957169335398,0.033578419275627075,0.3795081591773067
CAPZA2,0.050612527643667554,0.19345032190962802,0.6356773735838721
ST7-AS1,0.02954820505851452,0.7323258200965914,0.9317761764411078
ST7,0.028445521483545996,0.526048967592629,0.8603066027164856
ST7-OT4,-0.09735437404427509,0.3169435331331204,0.7419364549574902
LSM8,0.007106143989987046,0.8950986267775485,0.9747056092977732
ING3,-0.023081862169466873,0.6637564213254943,0.911310233487061
CPED1,-0.015512917714843215,0.9152124613822945,0.9784122590070663
FAM3C,-0.10772945477784555,0.18079884666563512,0.6235383696743653
AASS,0.1335581454290964,0.3544285068220209,0.7660631400252701
NDUFA5,0.06995545128230671,0.018586288756451005,0.31745911055668935
WASL,0.0008464407334136965,0.9885172697903329,0.9972915668451838
AC006333.2,-0.008761141839268093,0.9052940962565518,0.975607245308123
POT1,0.039319323874296465,0.515796830327981,0.8554741543147023
ZNF800,-0.04054005537599619,0.4666582720109348,0.8322695751382455
GCC1,0.004538793918964329,0.9220346518533804,0.9811764425556757
ARF5,-0.04269987172644993,0.6601490033776751,0.9099127039471415
SND1,0.0075798614011808214,0.890936401914826,0.9733746773210595
SND1-IT1,-0.12210335407076796,0.10206492519640978,0.524030402433331
LRRC4,0.09172369972389817,0.3395914708573472,0.7571850609288809
RBM28,0.0724298858853647,0.22498746311270226,0.6681476467937463
IMPDH1,0.05353732135766341,0.4544974938714307,0.8255839301738053
HILPDA,0.11486647782697251,0.15694548924589963,0.5991453878754434
METTL2B,-0.00796996789857209,0.8728222076550511,0.9697536087066446
AC090114.2,0.015743332546138786,0.8480580559623261,0.9637586012464453
AC018638.7,-0.22272919828808324,0.043540984760602516,0.41092328435321634
FAM71F2,-0.1623576477769056,0.051277432491070585,0.4274702657479189
CALU,0.018201066309859366,0.6912196374078402,0.9201222550454445
CCDC136,-0.1579112937019181,0.14658948757758308,0.5861664573086084
ATP6V1F,0.023535388874216856,0.5362753314270579,0.8623062747219026
IRF5,-0.08621309866181716,0.45259671563750237,0.824450700287558
TNPO3,0.056777454095751696,0.26271719548806244,0.6956875408237684
TSPAN33,0.2247093576498035,0.009774054695076003,0.2590289412070596
SMO,-0.1238418571097594,0.11177071295604496,0.5366334475458067
AHCYL2,-0.10008477962080456,0.2738645895628184,0.7029268706480453
SMKR1,0.009103525634516062,0.927029210250194,0.9822413245974678
AC078846.1,0.02815553430755959,0.7522273859308017,0.9381675958749275
NRF1,-0.08194707181283231,0.08950959520005944,0.5003730690272813
AC084864.2,0.34530783300537293,0.007478617539204185,0.23737885311488394
UBE2H,-0.11802493593492112,0.13000816126171766,0.5627168157161854
ZC3HC1,0.040695794188426185,0.5088076579358304,0.8500431450837675
KLHDC10,0.09386716732766089,0.09732912059658189,0.5155054982858575
TMEM209,0.15085118636737022,0.04737569919318974,0.41368593554356675
CEP41,0.01595882548094776,0.760557895738962,0.939515991053704
MEST,0.12757313768064188,0.09686843606222707,0.5146633204075919
COPG2,-0.005709863386710756,0.9369132191944856,0.9848486193273787
AUXG01000058.1,0.053350594856381356,0.7208193825626614,0.9261979756916209
AC016831.7,-0.10362732348764658,0.2819382441401074,0.7098032035943076
LINC00513,-0.02117904048631519,0.8650617333571776,0.9683657901484779
AC016831.1,-0.2012814348296837,0.0657708481128717,0.45956216635783886
AC016831.5,-0.10381300164643109,0.2598275250739989,0.694647595154668
AC058791.1,0.02679152857278152,0.8106615260310959,0.9540559967827932
LINC-PINT,-0.12122596104962349,0.20780958668255362,0.6514757494088501
MKLN1,-0.06420491388474533,0.32033216361985684,0.7435686831996515
MKLN1-AS,0.07532000082036416,0.27380607039799765,0.7029268706480453
AC008264.2,-0.0688175712979067,0.4843469467226147,0.8391732713875338
PLXNA4,-0.0674604822147765,0.5735191023350978,0.8791421440826347
CHCHD3,0.07110038134424741,0.12718004672639985,0.5595568585411311
EXOC4,-0.02255292879335436,0.6489889828386586,0.9051652451899351
SLC35B4,-0.03575877843719908,0.6079384153404789,0.890752966653831
AKR1B1,-0.15234321844638227,0.0036668846253543105,0.18638531246882803
BPGM,-0.0030637379294322035,0.9612499074509844,0.9916847721674359
CALD1,-0.190542355393285,0.28856382264077474,0.7164567166522781
AGBL3,-0.042064058179405533,0.5628925650218746,0.8743628671082657
CYREN,0.11988194177203601,0.13964447710869096,0.5751728548701738
TMEM140,0.01663805364479412,0.8323485081910382,0.9603719128366971
AC083862.3,-0.03573036105760231,0.6327310186945126,0.8984817933862949
WDR91,-0.009786899435609231,0.8754020084012697,0.9700404317808767
CNOT4,-0.02428205610903545,0.7053212321326798,0.9229399993304475
NUP205,0.026892647048258504,0.7029571585956336,0.9224667033014173
STMP1,-0.008659104455940125,0.8766273398038872,0.9703251376087078
AC015987.1,0.07520040975794673,0.3609362638439906,0.7704363499538861
MTPN,-0.026449326990757707,0.46668907887564004,0.8322695751382455
CREB3L2,-0.03606580806553081,0.5317892774803248,0.8606081284422948
TRIM24,0.010919814626843528,0.8441553676357241,0.962725096805336
SVOPL,-0.018865877274999318,0.8264616693327563,0.9587395638223435
KIAA1549,-0.10433427832265835,0.3059706392167394,0.7320729176921118
ZC3HAV1L,0.12667689340249927,0.13731697587174102,0.5725797008805172
ZC3HAV1,-0.11122779794525144,0.067091634101115,0.4637494289551706
TTC26,0.05107116676649852,0.4235031345386647,0.8110572834794578
UBN2,-0.05023906759868972,0.4891207529472631,0.8411301201592576
FMC1,0.00019227413487712258,0.9977319440289204,0.998978141241811
LUC7L2,0.002158253390315381,0.9666180048332059,0.9923222109820209
AC083880.1,-0.040947527997553176,0.6612609661881919,0.9103855726293207
HIPK2,-0.04146541101866954,0.5850215462770589,0.8827679336726559
TBXAS1,-0.02988218152235894,0.629372212687825,0.8983840646456914
PARP12,0.08392662445134608,0.4207702576109621,0.8103797788342877
KDM7A,-0.09148206688518438,0.2756118674864532,0.7042468490445357
KDM7A-DT,0.1444316223319634,0.08211120354290852,0.48910624326350843
SLC37A3,-0.06975440625198376,0.24394971728261952,0.6831942718545835
MKRN1,-0.01948565735516839,0.6710591318587776,0.9146216256470492
ADCK2,-0.06167277029842975,0.22567101872023929,0.6685439985777273
NDUFB2,-0.032287917094666926,0.5597571868519761,0.8730614527548939
NDUFB2-AS1,-0.09044379431467364,0.1645390019244105,0.6070487803540999
BRAF,-0.02357720992500049,0.7690714322780923,0.9427552402135293
MRPS33,-0.0293292486238436,0.4477345003038792,0.8221210729199375
AGK,0.03872580343352779,0.6011397594815187,0.8888049661172379
AC004918.1,-0.13636213065331132,0.15798961626308095,0.5991835417931632
DENND11,-0.03799765967840802,0.6733942357558651,0.915559848441918
SSBP1,0.07234570932645865,0.11115410648066931,0.5364660352199171
TAS2R4,-0.21735375399661644,0.0360626226935134,0.3851220897766649
CLEC5A,-0.2752716446841816,0.06918008797348174,0.46662084774531554
PRSS2,0.41452779714698845,0.08172036866347206,0.48910624326350843
TRBC1,-0.33825676092531554,0.02959231825073646,0.3684702957354165
TRBC2,0.021024650529036952,0.8219341775516715,0.958006408424967
EPHB6,0.002746753305110048,0.9735887865632362,0.9936652744117974
KEL,0.41475965375695095,0.013130375234295848,0.2802542318593557
GSTK1,0.025132547066982258,0.49865301312889054,0.8454170977038549
CASP2,-0.041302366497103865,0.6149217256583043,0.8924456097383021
AC093673.1,-0.05330472268838409,0.5191761008636753,0.8583802455295219
ZYX,-0.18697714534178744,0.037376638431608995,0.3916265193569553
EPHA1-AS1,-0.0009272525862304253,0.9926789781485836,0.9977294369181148
TCAF2,-0.16484626070871722,0.0753882788367334,0.47994126493601647
TCAF1,0.042020816658139434,0.595901238035792,0.8875229651592633
ARHGEF35,0.0888865845192145,0.5997350639893906,0.8888049661172379
AC004889.1,0.15072910460511107,0.23547893489792038,0.6771234373905874
ARHGEF5,0.169084725315375,0.1592916688319647,0.6014334007804206
TPK1,0.03828067187467861,0.59705976749112,0.8881238257556772
AC005229.4,0.021855211681927937,0.7973862207158318,0.9497507215876276
CUL1,-0.035595403739118944,0.48905142011103475,0.8411301201592576
EZH2,-0.09708277276615729,0.18597304218144983,0.6289062816335386
PDIA4,-0.06845989941604205,0.33194250955329385,0.7510252449065017
ZNF786,-0.0152151361140021,0.8829986098085654,0.9715186699439876
ZNF398,0.018252768569813255,0.7613526981150578,0.939515991053704
ZNF282,-0.06745008564963179,0.21967565312806628,0.6655671728089201
ZNF212,-0.07397518093443115,0.2699407479189635,0.6986542379730083
ZNF783,0.04144254962125338,0.5533465976896907,0.8687101846780628
ZNF777,0.008778690847413183,0.8854230444014589,0.9718268787701186
ZNF746,-0.002298672944238786,0.9658980261222239,0.9919609916308393
KRBA1,0.09905557664908729,0.13944927996862838,0.5750201482465706
ZNF467,-0.3345271126101544,0.0003440064301653265,0.06237354944751043
ZNF862,0.053585445476910305,0.4451047052895851,0.8220206149717343
ATP6V0E2,-0.00497700283921122,0.9466878984232296,0.9876345601433263
ACTR3C,-0.011580350313452769,0.878657439474668,0.9708908980544553
ZBED6CL,-0.055319059647853164,0.44865636292065747,0.8223781384166534
LRRC61,-0.06026651258445686,0.6990085435034801,0.9210405751645212
RARRES2,-0.34455233709766675,0.04551104615365767,0.41092328435321634
REPIN1,-0.01888518436646855,0.8020635569724911,0.9508809087292144
ZNF775,0.08913396256777276,0.35507581113550823,0.766309460004766
AC073111.4,0.07862022395800311,0.287796818869146,0.7158262748419656
GIMAP7,-0.045295847890976515,0.7909185055027962,0.947445753861273
GIMAP2,0.06497276516982588,0.47500590421317723,0.8350793653690103
GIMAP1,0.02476213688755649,0.7794790756080543,0.9450556183266872
KCNH2,0.47144859341247286,0.03165238361601795,0.37401588732416
ATG9B,0.008897245038262554,0.9059810865183494,0.9758681634740567
ABCB8,-0.002557466323422927,0.9609402857933476,0.9916359353184738
CDK5,-0.15078772421858574,0.006668278558019583,0.2286563082744746
SLC4A2,-0.16832199045287316,0.020848116322456065,0.3257314834166
FASTK,0.02675701952661353,0.5922663006455431,0.885247897114189
TMUB1,-0.06832777907822127,0.1411966375612272,0.5773872285279733
AGAP3,-0.1824894775262163,0.047032289696588736,0.41355704920445074
ABCF2,0.06673302547670343,0.27451378522089254,0.7033232983187906
CHPF2,-0.019706945795573534,0.7336076184168874,0.9321932970409545
SMARCD3,-0.014766700093179562,0.8417412345478106,0.9621145924416943
AC021097.1,-0.12319315040145859,0.17759046559873826,0.6207263950547328
NUB1,0.07401493166001516,0.202678531881341,0.6481204487642579
RHEB,-0.05057867579753843,0.42159072225825056,0.8107091785681142
PRKAG2,-0.07552638808162485,0.2501048297578729,0.688811309308907
PRKAG2-AS1,-0.08655159411103802,0.24394293527362612,0.6831942718545835
GALNT11,-0.02592729034211044,0.7132028667618442,0.924345281158637
KMT2C,-0.0781502140663347,0.31847479614517016,0.7430700754045474
LINC01003,0.11609424256558308,0.15020103105566862,0.5901944213443764
XRCC2,-0.008985415805012381,0.9212273221707296,0.9808047648207672
ACTR3B,0.18681316311480828,0.007736312176287066,0.24037048818153897
PAXIP1-AS2,-0.024715831875415522,0.7976412716131392,0.9497507215876276
PAXIP1,0.025847480189834137,0.6949623658074108,0.9201222550454445
PAXIP1-AS1,0.10185024661711639,0.1522438278261405,0.5935436156812729
AC144652.1,0.09791043494469623,0.22690063975703934,0.6687465769149962
INSIG1,-0.14927694814308576,0.2375580169037777,0.6794784421933511
AC009403.1,0.04293870981020927,0.4858597504777772,0.8397544603452415
RBM33,-0.01632264137137501,0.7547494312146421,0.9385451838791372
LINC01006,0.1080489028749273,0.18451839754226226,0.6281371907161056
AC005534.1,-0.10672433308855724,0.26974655749939636,0.6986542379730083
LMBR1,0.011768409449516229,0.8169828972058893,0.9562095604633634
NOM1,0.11068676075777001,0.07833629716868058,0.4842649036504542
UBE3C,0.0521439325387085,0.31093456499988975,0.7370638742537572
DNAJB6,-0.025189230608159682,0.6549242937329671,0.9077305372638057
NCAPG2,-0.029139811060017742,0.6943743408198925,0.9201222550454445
ESYT2,-0.07160885546030518,0.3098757528914189,0.7364904767949041
WDR60,0.0948801183036932,0.40863607009826985,0.8028361323765326
ZNF596,0.08949987309277022,0.22024816170349665,0.6658270783537735
AC004908.2,0.036363663083063394,0.6975678964647272,0.9210405751645212
FBXO25,0.17896505910665084,0.00846047566881268,0.2472027725218645
ERICH1,0.036800495391688615,0.6070680263698043,0.8905699065568591
CLN8,-0.1404142670882383,0.006406067929176781,0.22436669951342234
AC100810.1,0.09313957440126219,0.1361479999844682,0.571536608878662
ARHGEF10,0.03430617779163863,0.7390697168726461,0.9336380268519356
KBTBD11,-0.067656461807325,0.5728651125119815,0.879021867517805
MYOM2,-0.34798078942869204,0.02740158463137215,0.3590964100800414
AC246817.2,-0.1647864776126789,0.1468004686318792,0.5861664573086084
AC246817.1,-0.3606708189616284,0.04373448171136009,0.41092328435321634
AC016065.1,0.03145549493851441,0.6385879354686415,0.9004957756453746
MCPH1,-0.016542098064720276,0.8009542391066864,0.9508009245574979
ANGPT2,0.10201078078160195,0.48985210762764997,0.8411301201592576
MCPH1-AS1,-0.01745586649653539,0.8078581788087917,0.9534383285522218
AGPAT5,0.11121765999174522,0.08832286769674719,0.49885457764502333
PRAG1,-0.08197394103783874,0.34113961567410545,0.7571850609288809
MFHAS1,0.13040759866800541,0.06579845838284543,0.45956216635783886
ERI1,0.02641847246030078,0.6986770438445854,0.9210405751645212
PPP1R3B,-0.051542835012852256,0.5377018484127739,0.8623062747219026
TNKS,0.07509286009217524,0.2454994004546812,0.6839465511299011
MSRA,0.021588667707964665,0.7143072451345805,0.9246680601826068
PINX1,0.1797409515335872,0.028235450085286107,0.36523445877817484
XKR6,0.01215930643691093,0.8860941750255611,0.9720577799192137
AF131215.6,-0.21560881248516806,0.018666578433822346,0.3179804789576224
MTMR9,-0.049843185069855536,0.5371528597174752,0.8623062747219026
NEIL2,0.14921072564527293,0.052436118547131774,0.4286883713477525
FDFT1,-0.026683252180323837,0.5792912719697837,0.8816947638562738
AC069185.1,0.08847233743363858,0.38524594895834796,0.7872939353478534
CTSB,-0.1255565587975741,0.03567215815220173,0.38432475356360074
FAM86B1,-0.10795307854436138,0.20659129914062418,0.6514078437665385
AC145124.1,-0.1412336001895549,0.13992570207630398,0.5751728548701738
AC068587.4,-0.35681784579480724,0.06406164796130642,0.45562599270061893
LONRF1,0.028379327769576572,0.7118141538182472,0.9237237505978604
DLC1,-0.022213554089016478,0.8389172353415847,0.9619312902305049
MICU3,0.04371487728737423,0.6646441874768058,0.9115328417821986
ZDHHC2,0.024124973724776434,0.7364979465082904,0.9329283708901456
CNOT7,0.021969881875414286,0.6177861510001714,0.8934678206554052
VPS37A,-0.009251386580583644,0.893187418850095,0.9742176163361252
PCM1,-0.011917553657447542,0.849407891359012,0.9640225618325727
ASAH1,0.1972853542280166,0.003876338476105357,0.18699765012897426
NAT1,0.06001407650270571,0.4642928128427781,0.8301201770615981
PSD3,0.036508393980848805,0.7819960899959015,0.9452760767078
CSGALNACT1,-0.30163029323521257,0.044507246826302194,0.41092328435321634
INTS10,0.06951885492558912,0.1429091272101927,0.5794706329515811
ATP6V1B2,-0.03633489821306302,0.5825158153012293,0.8818688472294489
DOK2,-0.20454050390590048,0.11020529415863596,0.5358230995693368
XPO7,0.010148580573559378,0.8743438979849231,0.9700404317808767
NPM2,-0.029546583515287016,0.846797212176663,0.9634838734952559
DMTN,0.24865872865154812,0.054333126601557355,0.43491409905111417
FAM160B2,-0.025954591816126964,0.7387907857006666,0.9335347905928059
NUDT18,-0.03018591300870032,0.8166271754630303,0.956140891128573
HR,-0.03462929446389817,0.753850856584891,0.9384774837669855
REEP4,-0.0496420445947639,0.46000743416516776,0.8275271479551428
BMP1,-0.031332040097244857,0.6423761691926642,0.90215986945556
POLR3D,0.031937946903309755,0.6106412307793119,0.8909445236073368
SLC39A14,-0.12529158698420254,0.1102624878127798,0.5358230995693368
PPP3CC,0.008128198984557754,0.8928058521549298,0.9740503016091865
AC087854.1,0.10623906380953302,0.3087929954185204,0.7353695731125469
SORBS3,-0.07858228701812267,0.35499833682323556,0.766309460004766
PDLIM2,-0.12254571001027975,0.11297245287947696,0.5391415907816192
C8orf58,0.14970332136088044,0.048828726196459775,0.41927121703284065
CCAR2,0.026168480718431128,0.7510453994722517,0.9377777731570867
AC037459.2,-0.029873125808378132,0.7637220102895472,0.9402228470305513
BIN3,0.04974263607873518,0.40764689679141664,0.8022760677519544
EGR3,-0.27488932030410973,0.11801365646418424,0.5466455432262788
RHOBTB2,-0.17380072596328777,0.028477029424227595,0.36523445877817484
TNFRSF10B,-0.3467504154891607,0.007998331042888529,0.24320094931179267
TNFRSF10D,-0.16284031318059294,0.09963415529938165,0.5197222381797101
TNFRSF10A,-0.10107688933832264,0.34228376708374586,0.7577300453454525
CHMP7,0.043659834549966636,0.4211276690980845,0.8103797788342877
R3HCC1,0.006703022854332094,0.9046144890858594,0.975607245308123
ENTPD4,-0.003203956483758233,0.9716393109201309,0.9933280234292773
SLC25A37,0.08734364795580454,0.30202985586075687,0.728969640365081
ADAM28,0.033385402208141915,0.7261913327768375,0.9286829449888137
DOCK5,-0.09940892376124971,0.3117158010737564,0.7380805622562147
GNRH1,-0.11206783409783548,0.2402940648311799,0.681021542684166
KCTD9,-0.12002325878042572,0.08454800657225979,0.4912543524979941
CDCA2,-0.08714911759682957,0.1854295106013035,0.6284480175515734
PPP2R2A,0.013462546797361368,0.7524545541873751,0.9381675958749275
BNIP3L,0.040773609489011806,0.3633865463597835,0.7726136617105862
DPYSL2,-0.1004134515547529,0.3049621718648054,0.7318101349867032
TRIM35,0.04801209358921321,0.4314852918798848,0.8149456796977962
PTK2B,-0.13067501270308757,0.11920751717795779,0.5496403795013453
EPHX2,-0.044450366380631004,0.7102560233352824,0.9233636383744215
CLU,0.17071838621265648,0.03832569178848566,0.39351424062834794
CCDC25,0.17606811800851496,0.011226555474349411,0.2684055452518918
ESCO2,-0.07901364916458233,0.38560012473210603,0.7875024303277512
PBK,0.21448396718240859,0.09753608235268195,0.5160794798536091
ELP3,0.046274188682010914,0.39095402605469654,0.7914756024564031
ZNF395,0.022128702806139478,0.7306221052143126,0.931469291525394
FZD3,0.04289037229994912,0.6051778188436876,0.8893123644110672
EXTL3,-0.10060263530385387,0.20515739192996385,0.6499041090533206
INTS9,0.07966615361782932,0.21433993134748647,0.6582374318597056
HMBOX1,-0.09989628141454321,0.3085175966088951,0.7349782053123354
KIF13B,-0.06858394197002048,0.40761296885320886,0.8022760677519544
DUSP4,-0.41822348256976144,0.023966534785204087,0.3403895780467406
SARAF,-0.11852548062486133,0.10441186516361871,0.5270817958445596
AC044849.1,-0.046014543230448186,0.7067549636706562,0.9229399993304475
LEPROTL1,-0.07299806858191739,0.045764077981505655,0.41092328435321634
AC026979.2,-0.033710831072862456,0.7173102996461782,0.9247526855101728
DCTN6,-0.038678089721845436,0.45973742153896613,0.8275271479551428
AC026979.4,-0.15614204086279937,0.07782992637222774,0.4833549931460689
RBPMS,0.14290525529292747,0.20585505264442924,0.6503199819757305
GTF2E2,0.03144204764743033,0.48773046841706036,0.8404635438052612
GSR,-0.07725357200728446,0.16827861406786876,0.6114015195724158
UBXN8,0.04480799928739114,0.5016340588345944,0.8462636750642953
PPP2CB,-0.06141034564832072,0.12397434191090714,0.555205739410234
WRN,0.07619041838671346,0.3258757060488523,0.7465429612971195
AC090204.1,0.1355767061948907,0.044269544261445276,0.41092328435321634
FUT10,-0.005122133250890448,0.9639290264719838,0.9918732841028007
TTI2,0.056196943081625234,0.2446620580639019,0.6836272856052086
MAK16,0.04014535424612185,0.4563880376017473,0.8258349419876411
RNF122,-0.13815310621939397,0.18545993459942997,0.6284480175515734
ERLIN2,-0.029981913606881506,0.6212196138164507,0.8947151133080761
PLPBP,0.05036496637275366,0.24530874187559573,0.6839465511299011
BRF2,0.16390014069482375,0.028408936207986506,0.36523445877817484
RAB11FIP1,-0.013920621112679828,0.8703531383939986,0.9694475400180506
EIF4EBP1,0.15438371375450066,0.10834632730752385,0.5334888639398756
AP006545.1,-0.01857949015028139,0.8333274691497985,0.9603719128366971
ASH2L,0.13632710184109875,0.020467100172241418,0.322568638158372
STAR,-0.0730538669162834,0.4792168386432658,0.8379941959057677
LSM1,0.00916274060566155,0.8253721918891155,0.9587395638223435
BAG4,0.005117778941069616,0.9250291575376846,0.9815512808860757
AC084024.4,-0.14265881492857285,0.15057704413109632,0.5906554581613547
DDHD2,-0.002145971553816005,0.9757286412697376,0.9941013954204843
PLPP5,-0.07863846744252703,0.057905321943132575,0.4432821522494521
NSD3,-0.02338924329290671,0.6114866806898323,0.8909445236073368
AC087623.2,0.0031487345599769366,0.9779107143242571,0.9948982486391904
LETM2,-0.012955775925912842,0.899684822258189,0.9750245858457162
FGFR1,-0.1766692171435418,0.1673320886108982,0.6104761645131886
TACC1,-0.06620513941618358,0.2578514482885318,0.6943694528787925
PLEKHA2,-0.13029457868385227,0.1351637373534954,0.5705697537415053
AC108863.2,-0.06584464234025351,0.4812609332608748,0.8385705359004441
TM2D2,0.023395598790932597,0.6417749837621447,0.9018561909284502
ADAM9,-0.16711907861227632,0.06311813641221664,0.45308004617317676
GOLGA7,-0.04807598782319336,0.15075169209394268,0.5906554581613547
GINS4,0.0006868166517950405,0.9920349693877297,0.9976053107090087
GPAT4,0.05552588081786445,0.4117069538879252,0.8044513199971329
ANK1,0.46571556192755437,0.010511327480768004,0.2655113178157353
KAT6A,-0.028837345144613676,0.6725693817191231,0.9149413476464326
AP3M2,0.072576118971662,0.2727963547412709,0.7018317382244591
IKBKB,-0.07358517870543432,0.24903336535994985,0.6878606881204847
POLB,-0.09128359353642074,0.20121813686634202,0.6459128064052547
VDAC3,0.14394434602560774,0.07442628647145053,0.47867429874880657
SLC20A2,0.013906550282411825,0.7571346400629471,0.9390260993695331
SMIM19,0.17703480203397987,0.00569395773200686,0.21790443109389296
THAP1,-0.0018367300152963908,0.9774831160383999,0.9947690699588083
RNF170,-0.057378138433914976,0.4943219124688273,0.843029905125526
HOOK3,-0.143560718693946,0.02231213021941298,0.33406976898431867
FNTA,-0.0007649058837257902,0.9878218860222077,0.9972915668451838
POMK,0.08628046541531906,0.1389223897734691,0.57479735887516
